duration,src_bytes,dst_bytes,failed_logins,protocol,label
4.6812755357081866,255.84897138200643,2818.0646007683436,0.0,TCP,Normal
7.871141986327247,169.29047909372537,3580.958835606447,0.0,TCP,Normal
115.95697216519542,5657.972538262151,43.31377137436094,27.0,ICMP,Attack
106.49247748500552,5241.095142908435,49.181443627429324,31.0,UDP,Attack
3.0871272463639823,274.0618295811797,2579.0633245414556,0.0,ICMP,Normal
120.42276805626548,5770.112398884064,47.162219642322036,34.0,TCP,Attack
1.5205724424438007,250.35589117061863,2635.219460926204,0.0,TCP,Normal
5.9471848612703635,186.3186194803366,2750.6574880318103,0.0,TCP,Normal
7.963326804925197,197.41436047198644,2318.917714039389,0.0,TCP,Normal
6.276373997697147,237.35932950625465,2407.668231611198,0.0,TCP,Normal
5.514506842223003,256.4001313100754,2512.9213291109795,0.0,TCP,Normal
7.764317982075054,183.19666517471296,3033.3348777068927,0.0,TCP,Normal
5.167653255858722,164.22436169386256,2385.340989593748,0.0,UDP,Normal
4.787611819920493,189.11724394309417,3205.476665354016,0.0,TCP,Normal
4.731441675627392,183.14868126593117,1937.2732010279285,0.0,TCP,Normal
6.534869458305818,160.91639638265562,3779.3132584814075,0.0,UDP,Normal
96.2431155431535,4998.441129772154,53.3794522012154,42.0,TCP,Attack
5.090982952661504,235.78045339865454,2959.637530843529,0.0,TCP,Normal
5.796294530245074,189.47559847314832,2318.0684251664306,0.0,TCP,Normal
3.858719139599774,187.63245364255434,2938.673163872663,0.0,UDP,Normal
5.042543153472123,116.345799374713,2849.2431777306524,0.0,TCP,Normal
0.45075793758760074,250.44957384658238,3464.734280649796,0.0,TCP,Normal
4.131007545135369,246.5266659662296,2455.0984779165333,0.0,TCP,Normal
3.37062869352466,214.31892415005473,2973.509230051649,0.0,TCP,Normal
6.300402355917322,234.3951041446199,2835.397718335542,0.0,TCP,Normal
115.48980193654113,4355.200547509365,59.30823059757589,38.0,UDP,Attack
2.491421153661501,187.34565794929446,3448.15509288933,0.0,UDP,Normal
4.269518045020307,160.8079130457658,2590.3762436356656,0.0,TCP,Normal
96.72350921479149,6886.041297114943,55.35018868696071,35.0,UDP,Attack
-0.06353863250162739,187.01610182462355,4041.4049951042575,0.0,TCP,Normal
5.6146912334159405,288.39643334197666,2690.5459376892245,0.0,UDP,Normal
3.005470084063169,256.3228878564579,3500.0382787726153,0.0,TCP,Normal
5.089139221778543,207.42655078207522,3222.948992403326,0.0,UDP,Normal
104.40590790544502,5855.200852919559,48.00057309775875,40.0,UDP,Attack
0.46789581170143446,255.60303400165787,3727.2284783541686,0.0,TCP,Normal
120.39682558652615,3682.2216866658337,47.41930423553377,10.0,TCP,Attack
82.96712075471494,2443.87821858234,54.478742276386654,11.0,TCP,Attack
2.5512254532840912,156.6982777388304,2573.8505004502013,0.0,ICMP,Normal
81.68110969810857,4722.6605434595285,50.286629420205315,8.0,UDP,Attack
6.766219554294318,223.87944097765023,2855.0890455658014,0.0,TCP,Normal
3.329714196739954,103.38139562520958,2382.0389132454034,0.0,TCP,Normal
5.147726868821761,306.3648706874784,3011.8964229096814,0.0,TCP,Normal
5.6489172087050346,238.32279799248545,3006.2403527429697,0.0,TCP,Normal
6.512976708632197,164.46540037664946,3530.414343492942,0.0,TCP,Normal
1.165302227979402,151.11765814225973,3177.7012682639333,0.0,TCP,Normal
95.92988929632486,5274.719494960107,51.49069713182562,26.0,TCP,Attack
65.15213665963684,5252.969934061759,72.77989805104554,22.0,TCP,Attack
2.7577319744841557,190.57040744468418,2801.3507942283986,0.0,UDP,Normal
3.466686824433304,252.85295056782886,3330.5690066690186,0.0,UDP,Normal
4.215974720161741,132.22290694179367,3237.0209782808292,0.0,TCP,Normal
97.37605920644111,5193.451382732637,41.8882165039746,20.0,UDP,Attack
8.378377867303358,161.892076848689,2537.8182799679203,0.0,TCP,Normal
123.75178947661814,6179.567407931723,42.805928121949854,35.0,UDP,Attack
3.74269138985086,197.7686188466779,2702.2643056691913,0.0,TCP,Normal
6.5959890992244725,277.8839635911121,2850.9779129017566,0.0,TCP,Normal
2.6581502123850926,275.41680490288644,2841.8962323685864,0.0,TCP,Normal
